age,workclass,education-num,marital-status,relationship,race,sex,hours-per-week,income
27,Private,9,Widowed,Unmarried,White,Female,26,0
72,Federal-gov,10,Widowed,Not-in-family,White,Female,16,0
57,Private,12,Divorced,Not-in-family,White,Male,75,0
53,Private,14,Married-civ-spouse,Husband,White,Male,55,1
35,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,30,0
45,Private,11,Widowed,Not-in-family,Asian-Pac-Islander,Female,40,0
36,State-gov,13,Married-civ-spouse,Husband,White,Male,40,0
44,Local-gov,10,Divorced,Unmarried,White,Female,25,0
37,Self-emp-not-inc,9,Divorced,Not-in-family,White,Male,40,1
36,Private,10,Divorced,Unmarried,White,Female,40,0
43,Private,13,Married-civ-spouse,Husband,White,Male,40,1
60,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,46,0
42,Private,10,Married-civ-spouse,Husband,White,Male,40,0
41,Private,3,Married-civ-spouse,Wife,White,Female,40,0
32,Private,9,Married-spouse-absent,Unmarried,White,Female,20,0
42,Private,16,Married-civ-spouse,Husband,White,Male,50,1
31,Private,13,Divorced,Not-in-family,White,Male,45,0
38,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,40,1
55,Local-gov,9,Divorced,Unmarried,White,Male,40,0
28,Private,11,Married-civ-spouse,Other-relative,White,Female,40,0
25,Private,13,Married-civ-spouse,Husband,White,Male,45,1
29,Local-gov,9,Never-married,Own-child,White,Male,48,0
21,Private,9,Never-married,Own-child,White,Male,40,0
46,Self-emp-not-inc,11,Married-civ-spouse,Husband,White,Male,40,1
32,Private,9,Divorced,Not-in-family,Black,Female,16,0
30,Private,9,Married-civ-spouse,Husband,White,Male,40,1
22,Private,13,Never-married,Not-in-family,White,Male,40,0
50,Private,9,Divorced,Not-in-family,White,Female,40,0
23,Private,8,Married-civ-spouse,Own-child,White,Male,40,0
21,Private,12,Never-married,Own-child,White,Female,18,0
32,Private,13,Never-married,Not-in-family,Black,Male,30,0
65,Private,10,Married-civ-spouse,Husband,White,Male,27,0
23,Private,10,Never-married,Own-child,White,Male,32,0
35,Private,9,Married-civ-spouse,Wife,Black,Female,40,0
40,Self-emp-not-inc,13,Never-married,Not-in-family,White,Male,50,0
42,Self-emp-not-inc,11,Married-civ-spouse,Husband,White,Male,40,0
28,Private,9,Never-married,Not-in-family,Black,Male,40,0
41,Private,9,Married-spouse-absent,Unmarried,White,Female,40,0
25,Private,9,Never-married,Unmarried,White,Female,46,0
54,Private,6,Married-civ-spouse,Husband,White,Male,40,0
39,State-gov,10,Separated,Unmarried,Black,Female,37,0
23,Private,5,Separated,Not-in-family,White,Male,40,0
23,Private,11,Married-civ-spouse,Husband,White,Male,55,1
58,Private,13,Married-civ-spouse,Husband,White,Male,45,1
33,Private,11,Never-married,Unmarried,Black,Female,40,0
21,Private,10,Never-married,Own-child,White,Male,32,0
28,Private,9,Married-civ-spouse,Husband,White,Male,40,0
30,Private,9,Never-married,Own-child,White,Male,10,0
51,Private,9,Divorced,Not-in-family,White,Female,38,0
36,Private,10,Married-civ-spouse,Husband,White,Male,20,1
26,Private,3,Married-civ-spouse,Husband,White,Male,30,0
46,Local-gov,14,Divorced,Not-in-family,White,Female,55,1
58,Private,8,Married-civ-spouse,Wife,White,Female,24,0
22,Local-gov,13,Never-married,Not-in-family,White,Female,35,0
24,Local-gov,9,Never-married,Not-in-family,White,Male,40,0
55,Private,6,Widowed,Not-in-family,Black,Female,35,0
44,Self-emp-not-inc,9,Divorced,Unmarried,White,Female,60,0
59,Federal-gov,13,Married-spouse-absent,Not-in-family,White,Female,40,0
70,Private,10,Widowed,Not-in-family,White,Female,12,0
40,Private,9,Married-civ-spouse,Husband,White,Male,40,1
36,Private,10,Never-married,Not-in-family,White,Male,40,0
46,Private,10,Married-civ-spouse,Husband,White,Male,60,1
27,Private,13,Never-married,Unmarried,Black,Female,40,0
32,Self-emp-not-inc,13,Divorced,Other-relative,White,Male,35,1
24,Private,9,Never-married,Not-in-family,White,Male,50,0
41,Private,13,Married-civ-spouse,Husband,White,Male,60,1
43,Private,13,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,0
23,Private,13,Never-married,Own-child,White,Male,40,0
40,Private,9,Divorced,Unmarried,White,Female,40,0
68,Private,5,Divorced,Not-in-family,Black,Male,20,0
31,Federal-gov,9,Married-civ-spouse,Husband,White,Male,40,0
26,Private,9,Separated,Unmarried,Black,Female,40,0
58,Private,9,Divorced,Unmarried,White,Female,40,0
39,Private,5,Married-civ-spouse,Husband,White,Male,43,0
46,Private,10,Married-civ-spouse,Husband,White,Male,40,1
17,Private,8,Never-married,Own-child,White,Female,20,0
39,Private,13,Married-civ-spouse,Wife,White,Female,50,1
45,Private,12,Divorced,Own-child,White,Male,40,0
43,State-gov,14,Married-civ-spouse,Husband,White,Male,40,1
61,Private,9,Married-civ-spouse,Husband,White,Male,30,0
43,Federal-gov,12,Married-civ-spouse,Wife,Black,Female,40,0
29,Private,11,Never-married,Not-in-family,Black,Male,45,0
27,Private,5,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,0
20,Private,10,Never-married,Own-child,White,Female,25,0
49,Private,9,Never-married,Own-child,Asian-Pac-Islander,Female,40,0
55,Private,9,Divorced,Not-in-family,White,Male,45,0
36,Private,5,Never-married,Own-child,White,Male,40,0
66,Private,9,Married-civ-spouse,Husband,White,Male,10,0
43,Private,9,Divorced,Not-in-family,White,Male,45,0
33,Self-emp-not-inc,9,Never-married,Not-in-family,White,Male,60,0
24,Private,3,Never-married,Other-relative,Black,Male,40,0
28,Private,13,Married-civ-spouse,Husband,White,Male,45,0
28,Private,7,Married-civ-spouse,Husband,White,Male,50,1
65,Private,16,Widowed,Not-in-family,White,Female,40,0
25,Private,5,Married-civ-spouse,Husband,White,Male,45,0
65,Private,13,Married-civ-spouse,Husband,White,Male,40,1
65,Private,9,Separated,Not-in-family,White,Male,20,0
27,Private,8,Never-married,Own-child,White,Male,50,0
24,Private,9,Never-married,Not-in-family,White,Male,40,0
25,Private,9,Married-civ-spouse,Husband,White,Male,40,0
43,Private,14,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,50,0
42,Private,10,Never-married,Not-in-family,White,Male,28,0
49,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,40,0
21,Private,10,Never-married,Own-child,Black,Female,20,0
55,Private,9,Divorced,Not-in-family,White,Male,40,0
28,Private,10,Never-married,Own-child,White,Male,40,0
43,Local-gov,13,Married-civ-spouse,Husband,White,Male,40,1
51,Local-gov,13,Married-civ-spouse,Husband,White,Male,45,0
34,Private,9,Married-civ-spouse,Husband,White,Male,40,0
36,Private,9,Married-civ-spouse,Husband,White,Male,40,0
58,Private,10,Married-civ-spouse,Husband,White,Male,40,1
32,Private,9,Divorced,Own-child,White,Male,40,0
59,Private,14,Married-civ-spouse,Husband,White,Male,40,1
28,Private,12,Divorced,Not-in-family,White,Female,40,0
55,Private,6,Married-civ-spouse,Husband,White,Male,50,0
27,Private,13,Married-civ-spouse,Wife,White,Female,40,1
29,Local-gov,12,Never-married,Not-in-family,White,Male,40,0
40,Private,10,Married-civ-spouse,Wife,White,Female,35,1
24,Private,9,Never-married,Not-in-family,Black,Male,40,0
18,Private,9,Never-married,Own-child,White,Female,16,0
62,Self-emp-not-inc,9,Married-civ-spouse,Wife,White,Female,48,0
49,Private,9,Divorced,Unmarried,White,Female,40,0
45,Self-emp-inc,9,Married-civ-spouse,Husband,White,Male,40,0
38,Private,13,Married-civ-spouse,Husband,White,Male,40,1
39,Private,14,Never-married,Not-in-family,White,Male,60,0
